Food Name,State,Type,Allergic Ingredients,Total Calories,Total Carbs,Total Fats,Total Protein,Total Sugar,Total Sodium,Vitamin Content,Rasa (Taste),Guna (Qualities),Virya (Potency),Vipaka (Post-digestive Effect),Prabhava (Special Effect),Dosha Impact,Mapped_Ingredients
Chana Chaat,Uttarakhand,Veg,None,200,30,6,8,3,250,"Vitamin B, C","Astringent, Sweet; Varies (Sweet/Astringent/Bitter)","Heavy, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Pungent; Sweet or Pungent,"Grounding, protein-rich; Nourishing, Satiety-giving","May aggravate Vata & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chickpea, Chaat"
Gahat Ki Khichdi,Uttarakhand,Veg,None,300,40,10,15,4,350,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Gahat, Khichdi"
Jhangora Pulao,Uttarakhand,Veg,None,320,45,12,18,5,400,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Jhangora, Pulao"
Kandali Saag,Uttarakhand,Veg,None,220,30,8,10,4,300,"Vitamin A, C","Astringent, Sweet; Varies (Sweet/Astringent/Bitter)","Light, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Pungent; Sweet or Pungent,"Protein-rich; Nourishing, Satiety-giving","Balances Kapha & Pitta, may aggravate Vata; Generally balances Pitta, effects on Vata/Kapha vary","Kandali, Saag"
Garhwal Saag,Uttarakhand,Veg,None,200,25,6,8,3,250,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Garhwal, Saag"
Bhatt Ki Dal,Uttarakhand,Veg,None,280,40,12,10,5,300,"Vitamin B, Iron","Varies (Sweet/Astringent/Bitter); Astringent, Sweet","Light to Heavy, Dry to Oily (Varies); Light, Dry",Cooling,Sweet or Pungent; Pungent,"Nourishing, Satiety-giving; Protein-rich, cleansing","Generally balances Pitta, effects on Vata/Kapha vary; Balances Kapha & Pitta, may aggravate Vata","Bhatt, Lentil"
Aloo Tamatar Curry,Uttarakhand,Veg,None,250,30,8,12,4,320,"Vitamin A, C","Sweet, Astringent; Varies (Sweet/Astringent/Bitter)","Heavy, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet; Sweet or Pungent,"Satiety-giving; Nourishing, Satiety-giving","Balances Pitta, aggravates Vata & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Potato, Tomato"
Methi Thepla,Uttarakhand,Veg,None,300,40,10,12,5,350,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Methi, Thepla"
Chaaula,Uttarakhand,Veg,None,250,35,10,12,4,300,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Chaaula
Pindi Chana,Uttarakhand,Veg,None,300,40,12,15,5,350,"Vitamin B, Iron","Varies (Sweet/Astringent/Bitter); Astringent, Sweet","Light to Heavy, Dry to Oily (Varies); Heavy, Dry",Cooling,Sweet or Pungent; Pungent,"Nourishing, Satiety-giving; Grounding, protein-rich","Generally balances Pitta, effects on Vata/Kapha vary; May aggravate Vata & Kapha","Pindi, Chickpea"
Daal Bhat,Uttarakhand,Veg,None,350,50,15,20,6,400,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Daal, Bhat"
Sooji Halwa,Uttarakhand,Veg,Dairy,400,50,20,25,10,250,"Vitamin A, B12",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Sooji, Halwa"
Methi Thepla,Uttarakhand,Veg,None,300,40,12,14,5,350,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Methi, Thepla"
Kumaoni Chutney,Uttarakhand,Veg,None,100,10,4,6,2,150,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Kumaoni
Jhangora Kheer,Uttarakhand,Veg,Dairy,350,50,15,20,5,300,"Vitamin A, B12",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Jhangora, Kheer"
Pahadi Rajma,Uttarakhand,Veg,None,300,45,12,10,4,350,"Vitamin B, C","Varies (Sweet/Astringent/Bitter); Astringent, Sweet","Light to Heavy, Dry to Oily (Varies); Light, Dry",Cooling,Sweet or Pungent; Pungent,"Nourishing, Satiety-giving; Protein-rich","Generally balances Pitta, effects on Vata/Kapha vary; Balances Kapha & Pitta, may aggravate Vata","Pahadi, Kidney beans"
Bedu Ki Roti,Uttarakhand,Veg,None,280,45,8,6,3,300,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Bedu, Roti"
Aloo Baingan,Uttarakhand,Veg,None,250,35,8,10,4,300,"Vitamin A, C","Sweet, Astringent; Varies (Sweet/Astringent/Bitter)","Heavy, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet; Sweet or Pungent,"Satiety-giving; Nourishing, Satiety-giving","Balances Pitta, aggravates Vata & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Potato, Baingan"
Kachori,Uttarakhand,Veg,None,300,40,15,12,5,350,"Vitamin B, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Kachori
Singori,Uttarakhand,Veg,Dairy,200,25,8,10,4,150,"Vitamin A, B12",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Singori
Chana Masala,Uttarakhand,Veg,None,300,40,10,15,6,350,"Vitamin B, Iron","Astringent, Sweet","Heavy, Dry",Cooling,Pungent,"Grounding, protein-rich",May aggravate Vata & Kapha,Chickpea
Kandali Saag,Uttarakhand,Veg,None,200,25,5,8,4,250,"Vitamin A, C","Astringent, Sweet; Varies (Sweet/Astringent/Bitter)","Light, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Pungent; Sweet or Pungent,"Protein-rich; Nourishing, Satiety-giving","Balances Kapha & Pitta, may aggravate Vata; Generally balances Pitta, effects on Vata/Kapha vary","Kandali, Saag"
Aloo Keema,Uttar Pradesh,Non-Veg,None,350,20,20,15,5,800,"Vitamin B12, Iron","Sweet, Astringent; Varies (Sweet/Astringent/Bitter)","Heavy, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet; Sweet or Pungent,"Satiety-giving; Nourishing, Satiety-giving","Balances Pitta, aggravates Vata & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Potato, Keema"
Puri Aloo,Uttar Pradesh,Veg,Gluten,400,50,18,8,6,600,"Vitamin A, C","Varies (Sweet/Astringent/Bitter); Sweet, Astringent","Light to Heavy, Dry to Oily (Varies); Heavy, Dry",Cooling,Sweet or Pungent; Sweet,"Nourishing, Satiety-giving; Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary; Balances Pitta, aggravates Vata & Kapha","Puri, Potato"
Chole Bhature,Uttar Pradesh,Veg,Gluten,600,80,25,12,8,700,"Vitamin C, Iron","Astringent, Sweet; Varies (Sweet/Astringent/Bitter)","Heavy, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Pungent; Sweet or Pungent,"Grounding, protein-rich; Nourishing, Satiety-giving","May aggravate Vata & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Chickpea, Bhature"
Tandoori Chicken,Uttar Pradesh,Non-Veg,None,400,10,25,30,2,900,"Vitamin B6, Iron","Varies (Sweet/Astringent/Bitter); Sweet, Salty","Light to Heavy, Dry to Oily (Varies); Heavy, Oily",Heating,Sweet or Pungent; Sweet,"Nourishing, Satiety-giving; Strength-giving","Generally balances Pitta, effects on Vata/Kapha vary; Balances Vata, may aggravate Pitta & Kapha","Tandoori, Chicken"
Paneer Tikka,Uttar Pradesh,Veg,Dairy,300,12,20,15,3,500,"Vitamin B12, Calcium",Sweet; Varies (Sweet/Astringent/Bitter),"Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet; Sweet or Pungent,"Nourishing; Nourishing, Satiety-giving","Balances Vata, increases Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Paneer, Tikka"
Dal Makhani,Uttar Pradesh,Veg,Dairy,350,40,15,12,7,650,"Vitamin B9, Iron","Astringent, Sweet; Varies (Sweet/Astringent/Bitter)","Light, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Pungent; Sweet or Pungent,"Protein-rich, cleansing; Nourishing, Satiety-giving","Balances Kapha & Pitta, may aggravate Vata; Generally balances Pitta, effects on Vata/Kapha vary","Lentil, Makhani"
Kachori,Uttar Pradesh,Veg,Gluten,450,60,22,10,5,700,"Vitamin B1, B2",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Kachori
Raita,Uttar Pradesh,Veg,Dairy,150,8,8,5,3,250,"Vitamin A, D",,,,,,,
Kofta Curry,Uttar Pradesh,Veg,Dairy,400,30,25,12,6,800,"Vitamin B6, Calcium",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Kofta
Aloo Chaat,Uttar Pradesh,Veg,None,250,35,10,5,7,300,"Vitamin C, B6","Sweet, Astringent; Varies (Sweet/Astringent/Bitter)","Heavy, Dry; Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet; Sweet or Pungent,"Satiety-giving; Nourishing, Satiety-giving","Balances Pitta, aggravates Vata & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Potato, Chaat"
Biryani,Uttar Pradesh,Non-Veg,None,500,60,20,25,8,900,"Vitamin B6, Iron",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Biryani
Methi Thepla,Uttar Pradesh,Veg,Gluten,350,45,15,10,4,600,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Methi, Thepla"
Pulao,Uttar Pradesh,Veg,None,300,50,12,8,3,550,"Vitamin B6, Iron",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Pulao
Samosa,Uttar Pradesh,Veg,Gluten,400,50,20,8,4,700,"Vitamin B1, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Samosa
Rogan Josh,Uttar Pradesh,Non-Veg,None,500,15,30,35,5,800,"Vitamin B12, Iron",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Rogan, Josh"
Bhindi Masala,Uttar Pradesh,Veg,None,200,20,10,5,2,400,"Vitamin C, A",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Okra
Palak Paneer,Uttar Pradesh,Veg,Dairy,350,20,22,15,4,600,"Vitamin A, C, Iron",Varies (Sweet/Astringent/Bitter); Sweet,"Light to Heavy, Dry to Oily (Varies); Heavy, Oily",Cooling,Sweet or Pungent; Sweet,"Nourishing, Satiety-giving; Nourishing","Generally balances Pitta, effects on Vata/Kapha vary; Balances Vata, increases Kapha","Spinach, Paneer"
Aloo Paratha,Uttar Pradesh,Veg,Gluten,400,50,15,8,6,700,"Vitamin B1, C","Sweet, Astringent","Heavy, Dry",Cooling,Sweet,Satiety-giving,"Balances Pitta, aggravates Vata & Kapha",Potato
Kheer,Uttar Pradesh,Veg,Dairy,300,40,10,15,20,400,"Vitamin B12, Calcium",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Kheer
Jalebi,Uttar Pradesh,Veg,Gluten,350,70,15,20,35,500,Vitamin C,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Jalebi
Mathri,Uttar Pradesh,Veg,Gluten,450,60,22,10,5,700,"Vitamin B1, Iron",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Mathri
Baida Roti,Uttar Pradesh,Non-Veg,Gluten,500,55,25,20,7,800,"Vitamin B12, Iron",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Baida, Roti"
Petha,Uttar Pradesh,Veg,None,200,50,0,5,10,300,Vitamin C,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Petha
Mutton Korma,Uttar Pradesh,Non-Veg,None,600,10,40,35,5,900,"Vitamin B12, Iron","Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Mutton, Korma"
Tikki Chaat,Uttar Pradesh,Veg,Gluten,350,45,15,10,8,600,"Vitamin B6, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Tikki, Chaat"
Chana Masala,Uttar Pradesh,Veg,None,400,45,12,15,5,650,"Vitamin B9, Iron","Astringent, Sweet","Heavy, Dry",Cooling,Pungent,"Grounding, protein-rich",May aggravate Vata & Kapha,Chickpea
Gulab Jamun,Uttar Pradesh,Veg,Dairy,300,60,15,10,35,400,Vitamin B12,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Gulab, Jamun"
Kachori Sabzi,Uttar Pradesh,Veg,Gluten,500,60,20,15,6,700,"Vitamin B1, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Kachori
Chicken Kebab,Uttar Pradesh,Non-Veg,None,400,5,25,30,3,850,"Vitamin B12, Iron","Sweet, Salty","Heavy, Oily",Heating,Sweet,Strength-giving,"Balances Vata, may aggravate Pitta & Kapha",Chicken
Rasam,Uttar Pradesh,Veg,None,150,15,5,2,3,200,Vitamin C,Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Rasam
Dal Tadka,Uttar Pradesh,Veg,None,300,40,10,15,4,500,"Vitamin B9, Iron","Astringent, Sweet","Light, Dry",Cooling,Pungent,"Protein-rich, cleansing","Balances Kapha & Pitta, may aggravate Vata",Lentil
Kofta Biryani,Uttar Pradesh,Veg,Dairy,550,50,25,15,6,800,"Vitamin B12, Calcium",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Kofta, Biryani"
Murg Malai Tikka,Uttar Pradesh,Non-Veg,Dairy,450,10,30,25,2,900,"Vitamin B12, Iron",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Murg, Malai, Tikka"
Jeera Rice,Uttar Pradesh,Veg,None,250,55,8,4,2,300,Vitamin B6,"Pungent, Bitter; Sweet","Light, Dry; Light, Soft",Heating,Pungent; Sweet,Carminative; Nourishing,"Balances Kapha, mildly increases Pitta; Balances Vata & Pitta, may increase Kapha","Cumin, Rice"
Dahi Bhalla,Uttar Pradesh,Veg,Dairy,350,50,15,12,8,500,"Vitamin B12, Calcium","Sour, Astringent; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Cooling,Sour/Pungent; Sweet or Pungent,"Probiotic, cooling; Nourishing, Satiety-giving","Balances Pitta, may aggravate Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Yogurt, Bhalla"
Mutton Seekh Kebab,Uttar Pradesh,Non-Veg,None,500,8,30,30,3,900,"Vitamin B12, Iron","Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Mutton, Seekh"
Chole,Uttar Pradesh,Veg,None,400,45,10,15,5,650,"Vitamin B9, Iron","Astringent, Sweet","Heavy, Dry",Cooling,Pungent,"Grounding, protein-rich",May aggravate Vata & Kapha,Chickpea
Methi Paratha,Uttar Pradesh,Veg,Gluten,350,45,12,10,4,600,"Vitamin A, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Methi
Khasta Kachori,Uttar Pradesh,Veg,Gluten,450,60,22,12,5,700,"Vitamin B1, Iron",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Khasta, Kachori"
Dum Aloo,Uttar Pradesh,Veg,None,300,35,15,8,6,500,"Vitamin C, B6","Varies (Sweet/Astringent/Bitter); Sweet, Astringent","Light to Heavy, Dry to Oily (Varies); Heavy, Dry",Cooling,Sweet or Pungent; Sweet,"Nourishing, Satiety-giving; Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary; Balances Pitta, aggravates Vata & Kapha","Dum, Potato"
Shahi Paneer,Uttar Pradesh,Veg,Dairy,400,25,20,15,5,700,"Vitamin B12, Calcium",Varies (Sweet/Astringent/Bitter); Sweet,"Light to Heavy, Dry to Oily (Varies); Heavy, Oily",Cooling,Sweet or Pungent; Sweet,"Nourishing, Satiety-giving; Nourishing","Generally balances Pitta, effects on Vata/Kapha vary; Balances Vata, increases Kapha","Shahi, Paneer"
Samosa Chaat,Uttar Pradesh,Veg,Gluten,400,55,20,10,8,650,"Vitamin B1, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Samosa, Chaat"
Chicken Curry,Uttar Pradesh,Non-Veg,None,500,15,30,35,6,800,"Vitamin B12, Iron","Sweet, Salty","Heavy, Oily",Heating,Sweet,Strength-giving,"Balances Vata, may aggravate Pitta & Kapha",Chicken
Bundi Raita,Uttar Pradesh,Veg,Dairy,200,12,8,6,4,300,"Vitamin A, D",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary",Bundi
Paneer Butter Masala,Uttar Pradesh,Veg,Dairy,450,20,25,15,8,700,"Vitamin B12, Calcium",Sweet,"Heavy, Oily; Heavy, Oily, Soft",Cooling,Sweet,"Nourishing; Promotes memory, nourishes tissues","Balances Vata, increases Kapha; Balances Vata & Pitta, increases Kapha","Paneer, Ghee"
Kachori Aloo,Uttar Pradesh,Veg,Gluten,500,60,22,10,6,750,"Vitamin B1, Iron","Varies (Sweet/Astringent/Bitter); Sweet, Astringent","Light to Heavy, Dry to Oily (Varies); Heavy, Dry",Cooling,Sweet or Pungent; Sweet,"Nourishing, Satiety-giving; Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary; Balances Pitta, aggravates Vata & Kapha","Kachori, Potato"
Bhindi Do Pyaza,Uttar Pradesh,Veg,None,200,20,10,5,4,400,"Vitamin C, A",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Okra, Pyaza"
Litti Chokha,Uttar Pradesh,Veg,Gluten,450,60,15,12,5,700,"Vitamin B1, C",Varies (Sweet/Astringent/Bitter),"Light to Heavy, Dry to Oily (Varies)",Cooling,Sweet or Pungent,"Nourishing, Satiety-giving","Generally balances Pitta, effects on Vata/Kapha vary","Litti, Chokha"
Tandoori Paneer,Uttar Pradesh,Veg,Dairy,300,12,20,15,3,500,"Vitamin B12, Calcium",Varies (Sweet/Astringent/Bitter); Sweet,"Light to Heavy, Dry to Oily (Varies); Heavy, Oily",Cooling,Sweet or Pungent; Sweet,"Nourishing, Satiety-giving; Nourishing","Generally balances Pitta, effects on Vata/Kapha vary; Balances Vata, increases Kapha","Tandoori, Paneer"
Mutton Nihari,Uttar Pradesh,Non-Veg,None,600,15,35,40,5,900,"Vitamin B12, Iron","Sweet, Salty; Varies (Sweet/Astringent/Bitter)","Heavy, Oily; Light to Heavy, Dry to Oily (Varies)",Heating,Sweet; Sweet or Pungent,"Strength-giving; Nourishing, Satiety-giving","Balances Vata, may aggravate Pitta & Kapha; Generally balances Pitta, effects on Vata/Kapha vary","Mutton, Nihari"
